Mixture	Fetal Mesenchymal Stem Cells	Fetal CD14+ Monocytes	Fetal CD8+ Activated T Cells	Fetal Naive CD4+ T Cells	Fetal Naive CD8+ T Cells	Fetal Natural Killer T Cells	Fetal B Cells	Fetal GZMK+ Natural Killer	Fetal Memory CD4+ T Cells	Fetal Hofbauer Cells	Fetal Plasmacytoid Dendritic Cells	Fetal GZMB+ Natural Killer	Fetal Endothelial Cells	Fetal Syncytiotrophoblast	Fetal Fibroblasts	Fetal Cytotrophoblasts	Fetal Proliferative Cytotrophoblasts	Fetal Nucleated Red Blood Cells	Maternal CD8+ Activated T Cells	Maternal Naive CD4+ T Cells	Maternal FCGR3A+ Monocytes	Maternal CD14+ Monocytes	Maternal Natural Killer Cells	Maternal B Cells	Maternal Plasma Cells	Maternal Naive CD8+ T Cells	Fetal Extravillous Trophoblasts	P-value	Correlation	RMSE
SCP3412	0.11336231140025835	0.00000000000000000	0.00488217667563542	0.00000000000000000	0.02472779304356344	0.07891668254466809	0.00000000000000000	0.00000000000000000	0.03362445148499271	0.02520891891229090	0.04793636525930362	0.00724044833406984	0.10912712188127721	0.05993264314060026	0.07735807562495826	0.15968778017091140	0.00000000000000000	0.00084041164525360	0.00000000000000000	0.00000000000000000	0.00235739700239214	0.02520191666538945	0.00131023786412246	0.00918988625526762	0.00000000000000000	0.15862916538716254	0.06046621670788276	0.00000000000000000	0.97117346355953682	0.76246635677788643
SCP3492	0.04348650295413294	0.00000000000000000	0.00000000000000000	0.02377533240192682	0.07562457833973615	0.02131803206713279	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02137004755646138	0.07012782758739544	0.00516872554790806	0.05902143632872416	0.05112696588125713	0.01681519264887743	0.35151904977496368	0.00000000000000000	0.00034867974623095	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01570389707157543	0.01734548759648333	0.06969572178849773	0.00045623158828000	0.04229485020524051	0.11480144091517616	0.00000000000000000	0.87182987327718564	0.80798826553281733
SCP3929	0.10523634128688261	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.06367566609112395	0.05778748093074662	0.00000000000000000	0.00601810558481986	0.02548929253728474	0.03504843587307659	0.06734292409282557	0.00628150835272036	0.07639811221440584	0.07070647190535678	0.00780163699745108	0.18185743840500967	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.05962936598555279	0.01394361253648075	0.05688616353475368	0.00000000000000000	0.06823040450539868	0.09766703916611055	0.00000000000000000	0.98163161462480752	0.71413124726113886
SCP3954	0.12648971991961530	0.01229921357702118	0.00000000000000000	0.00000000000000000	0.00761031463185245	0.01858552546846858	0.00000000000000000	0.00000000000000000	0.06663057445538974	0.07982440822015345	0.00000000000000000	0.03056738286349201	0.10024542677910546	0.04949250107604020	0.01206735404420634	0.15762343663814143	0.00000000000000000	0.00443678267555000	0.00000000000000000	0.00000000000000000	0.00208528383220685	0.02758469924353496	0.02458099252484707	0.05745072648435062	0.00000000000000000	0.15135338794572253	0.07107226962030172	0.00000000000000000	0.98973627245236995	0.78908363187327601
SCP3962	0.07312104657423500	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02233576153520768	0.00650054334103348	0.00000000000000000	0.15558247844853679	0.03324035734258617	0.04947120303717129	0.03466973591827370	0.12615458335193969	0.01659727093752279	0.03872452372148576	0.13685935264674329	0.00000000000000000	0.00164590316640948	0.00000000000000000	0.00000000000000000	0.00908186914857330	0.05195471020988546	0.04619456062829963	0.00146723919907024	0.00000000000000000	0.15256732961585803	0.04383153117716834	0.00000000000000000	0.94619344832657404	0.91376766342770166
SCP4010	0.08077797007497101	0.00000000000000000	0.02075724628222898	0.00000000000000000	0.00000000000000000	0.02189830009370829	0.02541922725560019	0.00000000000000000	0.06064884581796838	0.03572843687227764	0.02050655597341494	0.01620396572644327	0.06142472063799706	0.03864994692827892	0.06838687546204178	0.09456792010354091	0.00000000000000000	0.00501070421126758	0.00000000000000000	0.00000000000000000	0.00724780579327835	0.05479719498330696	0.02254038623838554	0.00000000000000000	0.00048476381042089	0.14026107263839135	0.22468806109647788	0.00000000000000000	0.98338278956455483	0.80241398710854173
SCP4059	0.05264109424371687	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04183137843089684	0.01533590461547378	0.00000000000000000	0.00673365086970916	0.04020884021115173	0.02208735415800244	0.00000000000000000	0.02753242837898737	0.05466293846436738	0.13257900693911231	0.03315033691288151	0.12250787439201750	0.00000000000000000	0.00371778573207365	0.00000000000000000	0.00000000000000000	0.00769896469045724	0.02836857705368159	0.04093917864068497	0.03037803785828646	0.00000000000000000	0.21146199437027055	0.12816465403822866	0.00000000000000000	0.98969170579551435	0.48417520896200100
SCP4157	0.16365742276224943	0.05327835030962894	0.00000000000000000	0.00000000000000000	0.00128064347004299	0.03827672011709143	0.05077854529855926	0.00000000000000000	0.07317767837784392	0.08080722723893038	0.05323804144202792	0.01450078770727490	0.03105486819824952	0.01493487995339076	0.04831888739815086	0.01092123773457147	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00613420217511281	0.01712498264979262	0.00000000000000000	0.03537281349335185	0.00000000000000000	0.00144457952233206	0.11939953468233847	0.18629859746906030	0.00000000000000000	0.91449567506074003	0.90129734025162778
SCP4196	0.07902658221227742	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02867554331809953	0.00832712786378806	0.01266231908014449	0.00000000000000000	0.10948317159617416	0.04388141622790909	0.03891585377407387	0.01240452551284879	0.06077717160370128	0.06092912820204803	0.03404794425834713	0.20187677519365918	0.00000000000000000	0.00007839848850856	0.00000000000000000	0.00000000000000000	0.00226051607333044	0.03008096303389822	0.04455855215957155	0.00000000000000000	0.00000000000000000	0.19967972940595821	0.03233428199566204	0.00000000000000000	0.97806926763553781	0.76067830536591574
SCP4319	0.06185428499093270	0.00000000000000000	0.00140078184224575	0.00000000000000000	0.09520748742836521	0.01028868681060035	0.00000000000000000	0.00000000000000000	0.08849058725298355	0.05198154855729978	0.03672273889022933	0.01371800898786712	0.02711040708129753	0.15414370177311912	0.01712900808741203	0.16685739174923805	0.00000000000000000	0.00065957514345213	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01927012504775983	0.01545945305190660	0.02176627195535999	0.00000000000000000	0.13849616135080717	0.07944377999912373	0.00000000000000000	0.98880024343302708	0.42007971082247514
SCP4578	0.10267526749378429	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02275156707443665	0.00773425367375576	0.01951266558578911	0.00000000000000000	0.17107565643464687	0.02284829390474685	0.00000000000000000	0.02829509766384106	0.07637389703839739	0.06655828105606067	0.01857254260391817	0.15249787436169698	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.06241335480887068	0.00908977792845158	0.00937159254828727	0.00000000000000000	0.15525981200983829	0.07497006581347833	0.00000000000000000	0.98150640992463378	0.73336158570026944
